total_bill,tip,sex,smoker,day,time,size,price_per_person,firstname,lastname,Payer Name,CC Number,Payment ID
441.77,511.98,Male,Yes,Wed,Meal,3,682.9,Josephine,Agle,Josephine Agle,6556851848503211,Sun6711
716.29,964.68,Male,No,Sat,Meal,4,215.69,Jenilee,Kat,Jenilee Kat,6556734182899884,Sun1459
731.47,711.44,Male,No,Wed,Meal,2,433.86,Clary,Ivens,Clary Ivens,6556824155419275,Sun7836
992.47,16.05,Male,Yes,Sun,Meal,3,417.92,Jemie,Trinetta,Jemie Trinetta,6541287793344028,Sun3867
382.82,841.8,Female,No,Mon,Breakfast,3,273.73,Ericka,Standing,Ericka Standing,6541298258888847,Sun3402
200.03,160.03,Male,Yes,Tue,Breakfast,2,125.78,Madalyn,Hedve,Madalyn Hedve,6556630592051495,Sun7883
710.18,454.92,Female,No,Sun,Meal,3,244.5,Arabel,Gwenore,Arabel Gwenore,6556201052395955,Sun4268
127.51,576.77,Female,No,Thu,Breakfast,4,546.88,Renae,Angelis,Renae Angelis,6541401383340720,Sun2040
559.64,736,Male,Yes,Wed,Meal,3,201.17,Correy,Ilka,Correy Ilka,6556761696870419,Sun3050
394.82,314.5,Female,No,Fri,Dinner,2,610.57,Kary,Gower,Kary Gower,6556469032426644,Sun7751
220.56,303.66,Male,Yes,Fri,Dinner,1,636.06,Alisha,Rosalba,Alisha Rosalba,6556442740322831,Sun0573
914.73,781.11,Female,Yes,Mon,Meal,1,132.66,Kirstin,Suk,Kirstin Suk,6541253718171300,Sun4281
769.08,402.32,Female,No,Sun,Breakfast,3,334.55,Sheree,Erminia,Sheree Erminia,6541439682042915,Sun7053
954,138.78,Male,No,Fri,Breakfast,1,544.6,Iseabal,Douglass,Iseabal Douglass,6556217439148421,Sun5438
837.01,2.27,Female,Yes,Tue,Breakfast,2,982.54,Kate,Mich,Kate Mich,6556054049966055,Sun4979
759.61,214.83,Female,Yes,Wed,Meal,2,261.35,Yolane,Stanwood,Yolane Stanwood,6541880669786425,Sun5250
614.45,968.15,Female,Yes,Fri,Breakfast,4,392.34,Katleen,Yerkovich,Katleen Yerkovich,6556251907883355,Sun4602
848.33,604.13,Female,No,Sun,Meal,4,598.14,Sharlene,Dorine,Sharlene Dorine,6541543589017233,Sun7599
312.96,509.21,Female,Yes,Sun,Dinner,4,787.14,Neila,Salvidor,Neila Salvidor,6556500414674051,Sun3446
759.16,101.57,Male,Yes,Sun,Breakfast,2,261.18,Lorie,Gibbeon,Lorie Gibbeon,6541999973377318,Sun0732
822.96,528.71,Male,No,Sun,Breakfast,2,681.17,Jean,Yuille,Jean Yuille,6541491610018807,Sun0012
753.25,974.08,Male,No,Wed,Dinner,4,691.53,Louella,Flita,Louella Flita,6541338565383385,Sun0074
240.6,503.51,Female,No,Sat,Meal,4,891.73,Susette,Harned,Susette Harned,6556586038830026,Sun8671
835.16,551.49,Male,Yes,Tue,Dinner,4,844.04,Deane,Baudin,Deane Baudin,6556574673209206,Sun6784
199.22,739.79,Male,Yes,Mon,Breakfast,2,441.39,Asia,Anselmi,Asia Anselmi,6556040035719676,Sun7427
703.45,873.74,Male,No,Sun,Meal,1,485.23,Ingrid,Bobbee,Ingrid Bobbee,6541001540379325,Sun9413
406.51,705.83,Female,Yes,Mon,Dinner,2,720.42,Marti,Cottle,Marti Cottle,6556507179875947,Sun5699
689.1,681.24,Female,No,Fri,Dinner,1,21.53,Maisey,Rozanna,Maisey Rozanna,6541468578650230,Sun8210
258.6,838.65,Female,Yes,Mon,Breakfast,3,913.02,Brena,Maryanne,Brena Maryanne,6556200623400394,Sun3730
162.71,240.77,Male,Yes,Wed,Breakfast,2,911.23,Raquela,Gavrila,Raquela Gavrila,6541574100578322,Sun5233
542.98,741.45,Female,No,Wed,Meal,3,642.66,Laure,Melleta,Laure Melleta,6556539575648174,Sun8302
563.28,6.73,Female,No,Sun,Meal,1,777.89,Shaylyn,Munn,Shaylyn Munn,6541381977041959,Sun0535
887.94,853.02,Female,No,Wed,Meal,4,207.87,Gilda,Dunkin,Gilda Dunkin,6556558864346197,Sun1979
691.59,227.93,Male,Yes,Sat,Dinner,3,112.91,Edith,Brittani,Edith Brittani,6541778554302575,Sun7051
378.84,516.64,Female,No,Sun,Meal,3,482.85,Mignon,Llovera,Mignon Llovera,6541217339711510,Sun5729
114.17,157.64,Female,No,Thu,Breakfast,1,718.14,Sidoney,Juliet,Sidoney Juliet,6556637549720959,Sun5880
601.58,322.21,Female,Yes,Sat,Meal,1,2.64,Noelle,Gaynor,Noelle Gaynor,6541688052214456,Sun4926
568.37,477.12,Female,No,Mon,Dinner,4,389.04,Henriette,Torray,Henriette Torray,6541506205600084,Sun0686
349.38,861.12,Female,No,Thu,Meal,4,717.08,Nyssa,Ashely,Nyssa Ashely,6541165767675660,Sun5275
160.59,948.73,Male,No,Sat,Meal,3,953.31,Jinny,Francyne,Jinny Francyne,6541755379341963,Sun5078
130.77,932.57,Female,Yes,Sun,Breakfast,3,354.36,Barbi,Ummersen,Barbi Ummersen,6541559250949481,Sun0612
122.07,961.7,Male,No,Wed,Dinner,1,409.33,Jan,Stephie,Jan Stephie,6541627743411039,Sun9650
664.46,164.97,Male,No,Tue,Dinner,2,432.72,Lory,Hoban,Lory Hoban,6541753459462492,Sun3418
425.89,770.35,Female,Yes,Mon,Dinner,2,660.38,Gianina,Gordon,Gianina Gordon,6541024205142982,Sun9104
453.47,712.11,Male,No,Tue,Meal,3,273.19,Roberta,Gabrielli,Roberta Gabrielli,6541111561764452,Sun6385
747.63,616.25,Male,Yes,Sun,Meal,3,975.82,Fidelia,Eachern,Fidelia Eachern,6541085938562708,Sun1694
757.6,183.9,Male,No,Tue,Meal,3,195.92,Celestyna,Dichy,Celestyna Dichy,6556658959803272,Sun6639
984.2,235.54,Female,No,Mon,Dinner,1,173.39,Carree,Ralfston,Carree Ralfston,6541074874889019,Sun1247
151.41,741.97,Female,Yes,Mon,Meal,1,103.53,Louella,Poll,Louella Poll,6556522515213708,Sun3291
736.69,617.86,Male,No,Mon,Dinner,2,994.76,Concettina,Cadmar,Concettina Cadmar,6541755826893836,Sun1454
348.88,193.51,Female,Yes,Tue,Dinner,1,943.47,Catharine,Kunin,Catharine Kunin,6556386314562538,Sun0087
306.42,744.19,Female,No,Sun,Meal,3,405.36,Joy,Adamsen,Joy Adamsen,6556280045326352,Sun2781
597.87,73.31,Female,No,Sun,Dinner,1,526.67,Nonnah,Bobbee,Nonnah Bobbee,6541286396017709,Sun5477
912.59,937.37,Female,Yes,Mon,Breakfast,2,399.39,Anestassia,Stevy,Anestassia Stevy,6541796647034872,Sun3015
602.05,403.4,Male,Yes,Mon,Dinner,2,765.21,Beverley,Edison,Beverley Edison,6556864270584956,Sun6850
653.64,70.49,Male,No,Tue,Dinner,1,161.48,Aubrie,Dimitris,Aubrie Dimitris,6556201309474430,Sun2952
753.83,965.42,Female,No,Wed,Meal,1,101.85,Cecile,Decato,Cecile Decato,6556213796860992,Sun3685
403.67,987,Female,Yes,Thu,Breakfast,4,78.05,Elmira,Argus,Elmira Argus,6556949634251667,Sun9422
368.44,481.62,Female,No,Mon,Breakfast,3,800.84,Leanna,Grosz,Leanna Grosz,6541604530852408,Sun1538
792.23,73.35,Male,Yes,Mon,Dinner,1,66.77,Ida,Ries,Ida Ries,6556123801408113,Sun7209
250.02,318.12,Male,No,Tue,Dinner,2,245.37,Dania,Ophelia,Dania Ophelia,6541179467147402,Sun6225
408.27,471.98,Male,No,Fri,Breakfast,4,196.07,Dale,Chauncey,Dale Chauncey,6556351569582390,Sun6511
305.07,182.51,Female,Yes,Sun,Meal,2,62.97,Gertrud,Rhu,Gertrud Rhu,6556454182856433,Sun2991
937.49,423.55,Female,Yes,Wed,Meal,2,409.75,Arabel,Sparhawk,Arabel Sparhawk,6556962391609813,Sun7310
765.86,43.59,Male,Yes,Sun,Dinner,3,762.93,Dari,Kosey,Dari Kosey,6556872344965010,Sun8640
215.32,91.84,Female,Yes,Tue,Dinner,1,55.45,Jorry,Wallis,Jorry Wallis,6556466450870983,Sun2164
548.55,998.16,Male,No,Sat,Dinner,1,168.24,Konstance,Odysseus,Konstance Odysseus,6541042414534768,Sun8821
323.51,993.4,Male,Yes,Tue,Meal,4,901.42,Consuela,Andrel,Consuela Andrel,6556819193152119,Sun2846
993.35,445.3,Male,Yes,Fri,Meal,2,809.36,Olivette,Devlen,Olivette Devlen,6541338135800326,Sun9608
947.58,559.04,Female,Yes,Fri,Meal,2,5.2,Ellette,Eckblad,Ellette Eckblad,6541086558097106,Sun4904
499.25,606.61,Female,Yes,Thu,Dinner,1,436.45,Babita,Niles,Babita Niles,6541965773657930,Sun8664
527.28,678.58,Female,Yes,Fri,Meal,1,799.44,Cecile,Demitria,Cecile Demitria,6556292206677424,Sun0346
115.95,540.97,Female,No,Tue,Breakfast,2,49.54,Fredericka,Pacorro,Fredericka Pacorro,6541422531586648,Sun9153
862.37,872.31,Female,No,Mon,Meal,1,112.85,Asia,Dorcy,Asia Dorcy,6541796973487387,Sun9495
876.67,19.61,Female,Yes,Mon,Dinner,1,569.13,Dode,Marlie,Dode Marlie,6541265050436642,Sun8222
236,763.91,Female,Yes,Mon,Meal,4,717.79,Hyacinthe,Giff,Hyacinthe Giff,6541545352664102,Sun5266
594.69,506.48,Male,No,Wed,Breakfast,1,200.87,Margalo,Schonfeld,Margalo Schonfeld,6541206331434138,Sun4355
262.61,371.88,Female,Yes,Fri,Breakfast,4,446.22,Bertine,Gale,Bertine Gale,6541136500032709,Sun4039
161.2,40.91,Female,No,Mon,Meal,4,555.31,Mellicent,Selway,Mellicent Selway,6541992690015804,Sun1250
239.26,216.24,Female,Yes,Sat,Breakfast,3,593.68,Nyssa,Gerge,Nyssa Gerge,6556635466313355,Sun4589
260.9,905.24,Female,No,Mon,Breakfast,4,481.68,Annecorinne,Gavrila,Annecorinne Gavrila,6541656455909459,Sun7616
291.52,561.33,Male,No,Mon,Dinner,4,314.91,Anica,Schenck,Anica Schenck,6556540214220297,Sun8679
714.93,254.52,Female,Yes,Sun,Meal,4,605.62,Celisse,Ovid,Celisse Ovid,6541931374964961,Sun1075
807.35,829.75,Male,No,Wed,Meal,1,704.52,Perry,Sammons,Perry Sammons,6541059691278663,Sun8445
204.09,218.5,Female,Yes,Sat,Dinner,4,747.64,Elena,Riva,Elena Riva,6541032723699810,Sun7050
246.76,81.13,Male,No,Thu,Breakfast,3,184.34,Mallory,Fredi,Mallory Fredi,6556894471923701,Sun5378
302.36,300.32,Male,Yes,Thu,Breakfast,4,635.28,Nananne,Velick,Nananne Velick,6556236458964867,Sun8721
281.93,651.08,Male,No,Fri,Dinner,3,393.6,Jemie,Horan,Jemie Horan,6541984923112793,Sun3369
490.79,57.88,Female,No,Mon,Breakfast,2,709.49,Benita,Monaco,Benita Monaco,6541385122205238,Sun9335
210.21,480.32,Female,No,Sat,Dinner,4,140.11,Kenna,Byrne,Kenna Byrne,6541005785584750,Sun4747
549.2,994.27,Male,Yes,Wed,Breakfast,2,166.57,Margette,Pulsifer,Margette Pulsifer,6556398562735200,Sun0384
508.52,826.02,Male,Yes,Sun,Dinner,2,402.51,Jean,Orelee,Jean Orelee,6556515668886277,Sun5719
733.33,716.01,Male,No,Tue,Breakfast,2,209.4,Gusella,Bevin,Gusella Bevin,6556115585718023,Sun9314
677.15,521.81,Male,Yes,Thu,Dinner,4,263.02,Johna,Fabiola,Johna Fabiola,6541009158205441,Sun6797
860.55,565.84,Male,No,Sat,Dinner,3,396.93,Alie,Schalles,Alie Schalles,6556838088587720,Sun6836
120.81,469.98,Male,Yes,Thu,Dinner,1,31.26,Beverley,Cristi,Beverley Cristi,6541921511753001,Sun4177
759.29,198.22,Female,No,Sat,Dinner,3,111.24,Evita,Prouty,Evita Prouty,6556108952771008,Sun7816
734.09,552.14,Male,No,Mon,Dinner,3,330.23,Cindelyn,Durware,Cindelyn Durware,6541604036160767,Sun3324
290.84,395.89,Male,No,Fri,Dinner,1,517.21,Genovera,Goth,Genovera Goth,6541306135733802,Sun0643
468.5,835.6,Male,Yes,Mon,Meal,3,937.07,Sheree,Ashely,Sheree Ashely,6541720481372693,Sun2841
720.49,903.45,Male,No,Sun,Dinner,2,529.13,Emma,Eckblad,Emma Eckblad,6556974725387909,Sun3210
300.19,290.51,Male,No,Fri,Breakfast,4,775.73,Micheline,Olnee,Micheline Olnee,6541680436096127,Sun4383
216.29,913.99,Male,Yes,Tue,Meal,3,89.41,Mara,Sinegold,Mara Sinegold,6556809738571482,Sun7838
443.27,210.03,Female,No,Sat,Meal,1,493.01,Nerta,Kathie,Nerta Kathie,6556458496324163,Sun8891
895.61,12.47,Female,Yes,Fri,Meal,3,59.07,Daune,Cherianne,Daune Cherianne,6556468502050920,Sun9227
490.39,637.08,Female,No,Sun,Dinner,4,271.04,Gusty,Rosemary,Gusty Rosemary,6541425860107653,Sun5451
116.72,898.77,Female,Yes,Sun,Breakfast,3,119.56,Marylou,Jary,Marylou Jary,6556707932501864,Sun5654
571.99,466.9,Female,No,Sun,Breakfast,4,180.3,Lucille,Fabiola,Lucille Fabiola,6541270012334805,Sun9234
747.77,95.23,Male,Yes,Sat,Meal,3,762.97,Orelia,Elisha,Orelia Elisha,6541578548011122,Sun4088
128.01,62.99,Male,No,Thu,Meal,1,522.5,Tamqrah,Hebner,Tamqrah Hebner,6541157971786502,Sun8424
165.33,538.84,Female,Yes,Thu,Dinner,4,622.97,Nikki,Donell,Nikki Donell,6556641443064206,Sun0072
830.58,22.82,Male,Yes,Mon,Dinner,4,163.21,Marcelline,Pearse,Marcelline Pearse,6541189821510955,Sun3883
394.68,244.13,Male,Yes,Fri,Breakfast,2,309.11,Sharlene,Clara,Sharlene Clara,6541554539081071,Sun6812
961.07,356.06,Male,No,Mon,Dinner,3,333.18,Tressa,Kenney,Tressa Kenney,6556720087542575,Sun7827
881.06,547.37,Female,Yes,Mon,Dinner,3,353.21,Therine,Hewitt,Therine Hewitt,6541151597639214,Sun6994
820.85,837.27,Male,Yes,Thu,Meal,1,725.41,Gavrielle,Corabella,Gavrielle Corabella,6541164141404394,Sun6327
758.88,574.54,Female,Yes,Thu,Dinner,4,798.08,Perry,Greyson,Perry Greyson,6541366580581330,Sun9569
558.4,251.93,Female,Yes,Tue,Dinner,3,552.4,Cordi,Corrine,Cordi Corrine,6541250097492535,Sun0134
774.35,437.08,Male,No,Sat,Meal,4,511.28,Briney,Federica,Briney Federica,6541587052339688,Sun3086
826.51,387.34,Female,Yes,Mon,Meal,2,604.9,Keelia,Lattie,Keelia Lattie,6556963675519486,Sun1224
863.53,773.82,Male,Yes,Sat,Meal,4,921.44,Therine,Ilka,Therine Ilka,6556089799850656,Sun6663
611.06,355.72,Male,No,Wed,Breakfast,3,894.93,Gisela,Rona,Gisela Rona,6556612736453415,Sun6303
298.36,723.58,Female,Yes,Thu,Dinner,3,693.06,Oralee,Maroney,Oralee Maroney,6541961185888717,Sun0665
929.36,757.76,Female,Yes,Wed,Dinner,3,674.26,Beth,Lory,Beth Lory,6556396058384333,Sun0764
772.19,261.57,Female,No,Mon,Meal,2,52.41,Nicoli,Odell,Nicoli Odell,6541856487477605,Sun6642
708.35,676.77,Male,Yes,Sun,Breakfast,4,940.42,Celisse,Uund,Celisse Uund,6541310512332709,Sun3248
977.34,772.35,Female,Yes,Tue,Breakfast,1,329.01,Robinia,Maryanne,Robinia Maryanne,6541669200713843,Sun1560
214.58,273.7,Male,Yes,Tue,Dinner,1,756.33,Petronia,Kaja,Petronia Kaja,6541604849118258,Sun4766
391.62,351.09,Male,Yes,Thu,Meal,3,191.89,Riannon,Oscar,Riannon Oscar,6556746809243947,Sun8709
868.1,985.09,Male,Yes,Mon,Meal,4,900.48,Chickie,Wandie,Chickie Wandie,6556141376302673,Sun1168
930.68,247.82,Female,No,Wed,Dinner,4,985.12,Thalia,Kermit,Thalia Kermit,6556850849264567,Sun0537
862.13,367.17,Male,No,Tue,Meal,3,542.84,Chickie,Craggie,Chickie Craggie,6556786826738002,Sun7949
141.59,937.21,Male,No,Tue,Breakfast,4,521.08,Nikki,Roche,Nikki Roche,6556172895388888,Sun3030
427.09,484.66,Female,No,Mon,Meal,4,698.03,Heida,Love,Heida Love,6556942818951539,Sun4685
182.34,530.22,Female,No,Mon,Breakfast,4,18.4,Jillayne,Jeanne,Jillayne Jeanne,6556243918293082,Sun9900
578.4,128.79,Female,Yes,Sun,Breakfast,2,558.54,Tiffie,Daniele,Tiffie Daniele,6541000891303926,Sun1632
459.03,357.74,Female,No,Mon,Breakfast,2,668.71,Janey,Chrystel,Janey Chrystel,6556268660415643,Sun7725
116.97,837.19,Male,Yes,Sat,Dinner,4,826.3,Miquela,Faust,Miquela Faust,6556163218044748,Sun2177
780.67,185.94,Female,Yes,Sat,Meal,3,166.84,Gwyneth,Kauppi,Gwyneth Kauppi,6556938584502327,Sun6324
944.63,970.82,Female,No,Thu,Dinner,2,891.14,Correy,Halla,Correy Halla,6541170938208058,Sun0592
806.22,138.96,Male,Yes,Wed,Breakfast,1,467.6,Henriette,Olnee,Henriette Olnee,6541999482037123,Sun8514
101.69,422.54,Female,Yes,Thu,Meal,3,421.53,Loree,Tippets,Loree Tippets,6541839262040483,Sun5809
776.33,821.43,Female,No,Wed,Meal,4,641.96,Tersina,Clara,Tersina Clara,6541656486724775,Sun9133
221.05,477.37,Female,Yes,Sat,Breakfast,3,478.43,Heida,Jacinda,Heida Jacinda,6556876732057188,Sun5268
688.03,141.34,Male,No,Wed,Dinner,3,977.8,Aubrie,Hutchison,Aubrie Hutchison,6556210457603649,Sun4256
809.69,35.8,Male,Yes,Sun,Meal,1,392.22,Kial,Roxanna,Kial Roxanna,6556048086589480,Sun1515
260.85,663.86,Male,Yes,Thu,Meal,4,85.44,Aigneis,Winnick,Aigneis Winnick,6541961440802666,Sun3336
685.96,323.59,Male,Yes,Fri,Breakfast,3,116.98,Tani,Atcliffe,Tani Atcliffe,6541851765636190,Sun6875
928.76,716.27,Male,Yes,Thu,Breakfast,3,477.96,Wileen,Karna,Wileen Karna,6556438296855217,Sun6655
624.63,356.38,Male,No,Sun,Breakfast,4,638.55,Vanessa,Juan,Vanessa Juan,6556511921623740,Sun9472
815.62,318.51,Male,No,Thu,Dinner,4,907.87,Lynde,Buttaro,Lynde Buttaro,6556915337903980,Sun1753
680.77,183.95,Male,Yes,Thu,Meal,1,731.11,Layla,Cyrie,Layla Cyrie,6556890445896735,Sun5204
784.69,267,Female,No,Fri,Meal,2,26.14,Leia,Kathie,Leia Kathie,6556168476102847,Sun4446
824.04,652.48,Female,Yes,Thu,Dinner,3,271.54,Margette,Firmin,Margette Firmin,6556469826769784,Sun1357
236.52,134.04,Male,No,Sat,Breakfast,1,398.94,Ottilie,Voletta,Ottilie Voletta,6556211286273590,Sun6425
460.76,611.33,Male,Yes,Mon,Meal,1,25.3,Lynnea,Trinetta,Lynnea Trinetta,6556015125372384,Sun2454
592.22,376.92,Female,No,Fri,Meal,3,975.47,Winny,Marden,Winny Marden,6541910997049131,Sun9047
388.49,676.15,Male,No,Thu,Breakfast,4,43.27,Natka,Jalbert,Natka Jalbert,6541190422588498,Sun3595
615.94,962.97,Male,Yes,Mon,Meal,4,693.29,Winny,Leary,Winny Leary,6541056580564389,Sun4029
985.62,502.72,Male,No,Sun,Meal,4,830.66,Althea,Emmy,Althea Emmy,6541189391800448,Sun7320
824.44,787.86,Male,Yes,Tue,Dinner,2,400.26,Dianemarie,Pond,Dianemarie Pond,6541396207337311,Sun4569
695.02,76.01,Male,No,Mon,Breakfast,3,64.75,Candi,Kimmie,Candi Kimmie,6556218668961363,Sun1299
873.11,373.81,Male,Yes,Sun,Meal,2,836.51,Noelle,Dowski,Noelle Dowski,6556301074237477,Sun5977
197.22,735.37,Male,No,Sun,Meal,1,527.29,Cherrita,Adalbert,Cherrita Adalbert,6541988374974621,Sun3560
154.35,831.08,Female,Yes,Tue,Breakfast,4,735.32,Katleen,Cookie,Katleen Cookie,6556883094494184,Sun7580
666.48,21.18,Male,No,Thu,Meal,1,388.7,Gusella,Carlson,Gusella Carlson,6541753001763205,Sun2306
183.6,970.06,Female,Yes,Tue,Meal,1,577.63,Sashenka,Vilma,Sashenka Vilma,6556250203719820,Sun9514
327.99,859.05,Female,No,Wed,Breakfast,3,418.57,Codie,Sibyls,Codie Sibyls,6541783626827704,Sun4746
481.8,833.69,Male,Yes,Sat,Breakfast,2,446.76,Marti,Yorick,Marti Yorick,6541778001909564,Sun8429
836.24,617.44,Male,No,Sat,Breakfast,4,593.07,Nicoli,An,Nicoli An,6541038710720658,Sun3312
162.37,264.31,Male,Yes,Thu,Breakfast,1,485.24,Dacia,Erb,Dacia Erb,6556702978431929,Sun1037
477.01,334.59,Female,Yes,Sun,Breakfast,2,67.04,Jinny,Artie,Jinny Artie,6556816693598690,Sun3371
158.53,497.99,Male,Yes,Mon,Dinner,3,786.86,Alyssa,Wooster,Alyssa Wooster,6556961255158660,Sun3006
575.05,429.26,Female,No,Thu,Breakfast,1,732.25,Taffy,Lymann,Taffy Lymann,6541999955379671,Sun4768
364.29,360.21,Female,Yes,Thu,Breakfast,2,45.38,Darci,Garek,Darci Garek,6556631813791145,Sun1742
971.22,47.24,Female,Yes,Tue,Dinner,4,564.08,Berta,Maxi,Berta Maxi,6556658267366991,Sun7295
345.22,326.76,Female,Yes,Fri,Meal,4,30.14,Odessa,Autrey,Odessa Autrey,6556199875263262,Sun5757
557.05,576.57,Female,Yes,Sat,Breakfast,3,665.06,Cindelyn,Corilla,Cindelyn Corilla,6541723569816023,Sun0662
274.61,909.04,Male,No,Thu,Meal,1,68.37,Nananne,Talia,Nananne Talia,6556188464645191,Sun4740
271.27,644.02,Male,No,Mon,Meal,1,290.79,Kaja,Stav,Kaja Stav,6556711384685032,Sun0512
846.19,959.24,Male,No,Tue,Breakfast,1,724.32,Carlie,Rudolph,Carlie Rudolph,6541707063556452,Sun1717
196.14,827.9,Female,No,Thu,Meal,3,136.93,Alleen,Carolin,Alleen Carolin,6556705874200416,Sun3042
551.1,332.76,Female,Yes,Fri,Breakfast,2,284.93,Marita,Turne,Marita Turne,6556326370101781,Sun1276
749.22,891.9,Male,No,Mon,Dinner,1,405.7,Minda,Montgomery,Minda Montgomery,6541255821500794,Sun5030
714.04,905.55,Male,Yes,Sat,Breakfast,2,312.01,Aurore,Gunn,Aurore Gunn,6556277014029547,Sun5215
559.6,770.11,Female,No,Wed,Breakfast,3,20.94,Glenda,Laurianne,Glenda Laurianne,6556181202650079,Sun4209
746.26,599.51,Male,No,Sat,Dinner,2,613.65,Lily,Hertzfeld,Lily Hertzfeld,6541277098341540,Sun7855
735.13,13.24,Female,Yes,Mon,Breakfast,4,21.86,Annabela,Bandeen,Annabela Bandeen,6556611030675398,Sun1228
914.76,764.14,Male,Yes,Tue,Breakfast,3,323.22,Millie,Sheng,Millie Sheng,6541062662159210,Sun4484
391.58,821.75,Female,No,Sun,Dinner,4,594.27,Magdalena,Gherardo,Magdalena Gherardo,6541761807348022,Sun4568
884.1,498.44,Female,Yes,Fri,Dinner,1,436.1,Evaleen,Helve,Evaleen Helve,6556642218233520,Sun5477
622.83,924.41,Female,Yes,Sat,Meal,1,663.35,Fanny,Ashely,Fanny Ashely,6541331075102874,Sun7348
453.61,998.7,Female,No,Sun,Dinner,2,326.6,Kelly,Karylin,Kelly Karylin,6556141330353551,Sun6101
338.65,115.44,Female,Yes,Sun,Breakfast,1,327.5,Elbertina,Selway,Elbertina Selway,6541119111885386,Sun4294
556.29,831.28,Male,No,Sat,Breakfast,4,38.99,Amii,Rodmann,Amii Rodmann,6556896135784916,Sun7369
935.97,751.94,Male,No,Wed,Breakfast,4,440,Marinna,Emanuel,Marinna Emanuel,6556850493660566,Sun1751
819.95,247.48,Male,No,Fri,Meal,1,174.9,Rhea,Cyrie,Rhea Cyrie,6541087102749055,Sun6636
199.84,979.71,Female,No,Thu,Breakfast,4,4.27,Lelah,Darian,Lelah Darian,6541311872273988,Sun1554
320.42,766.69,Male,Yes,Mon,Dinner,3,361.99,Lenna,Rebecka,Lenna Rebecka,6556491886686996,Sun7895
138.61,457.54,Male,Yes,Sat,Breakfast,3,530.42,Goldie,Rese,Goldie Rese,6541590651812674,Sun9479
812.6,819.86,Female,No,Sun,Dinner,1,14.21,Lanna,Friede,Lanna Friede,6556921310999988,Sun6135
590.16,208.51,Male,Yes,Mon,Breakfast,3,516.85,Carmencita,Reidar,Carmencita Reidar,6556548634802774,Sun7276
833.65,782.4,Female,Yes,Thu,Dinner,4,319.05,Robinia,Tound,Robinia Tound,6541344485989666,Sun9711
352.46,610.02,Male,No,Thu,Meal,4,301.83,Petronia,Curren,Petronia Curren,6556587506406756,Sun3173
938.52,130.21,Male,Yes,Sat,Meal,4,627.35,Nonnah,Izaak,Nonnah Izaak,6556059268149884,Sun2606
263.89,719.09,Male,No,Sat,Dinner,4,125.76,Peri,Stoller,Peri Stoller,6541219770588936,Sun8071
307.42,693.73,Male,No,Sun,Meal,3,70.41,Katleen,Septima,Katleen Septima,6541233759405010,Sun0595
309.86,720.19,Male,Yes,Fri,Dinner,2,914.75,Oralee,Docilla,Oralee Docilla,6556418226241182,Sun0976
555.9,301.61,Female,Yes,Wed,Breakfast,4,499.44,Elbertina,Yuille,Elbertina Yuille,6541226333759702,Sun4544
698.67,601.2,Male,No,Mon,Meal,2,51.72,June,Fabiola,June Fabiola,6541014924138219,Sun9781
975.03,567.95,Female,Yes,Sun,Breakfast,3,678.68,Hayley,Secrest,Hayley Secrest,6541221100669824,Sun4212
413.48,232.03,Male,No,Fri,Dinner,2,340.18,Ardenia,Elsinore,Ardenia Elsinore,6541040858775986,Sun7915
311.59,911.51,Female,No,Tue,Breakfast,2,249.62,Darlleen,Elvyn,Darlleen Elvyn,6541315048201045,Sun6660
510.79,439.89,Female,Yes,Sun,Breakfast,1,242.46,Caryl,Federica,Caryl Federica,6541703943759642,Sun0745
124.75,784.53,Female,No,Fri,Dinner,1,456.91,Dorthy,Byrne,Dorthy Byrne,6541884760647473,Sun2433
139.37,320.84,Male,Yes,Fri,Breakfast,3,355.13,Betta,Berne,Betta Berne,6556988945866120,Sun2116
311.61,59.32,Male,No,Fri,Breakfast,2,745.23,Ardeen,Louanna,Ardeen Louanna,6556262000403379,Sun6436
594.1,144.56,Female,No,Wed,Meal,3,877.41,Tressa,Tyson,Tressa Tyson,6556311222905252,Sun5998
698.79,339.78,Female,Yes,Mon,Meal,2,180.92,Kaia,Libna,Kaia Libna,6556738450807657,Sun4347
193.16,266.18,Male,No,Sun,Breakfast,3,194.41,Kathi,Manolo,Kathi Manolo,6556661227429867,Sun4184
868.66,68.13,Male,No,Tue,Meal,1,733.8,Nicoli,McNully,Nicoli McNully,6556165947576095,Sun2024
198.94,502.79,Male,No,Tue,Meal,2,850,Kathi,Lumbard,Kathi Lumbard,6556417832404359,Sun9769
390.44,165.16,Male,Yes,Mon,Dinner,3,601.45,Minda,Primalia,Minda Primalia,6541396386042296,Sun6656
392.16,885.85,Male,No,Wed,Dinner,2,891.54,Jean,Casimir,Jean Casimir,6556205685117713,Sun2061
533.96,97.03,Male,No,Sat,Dinner,3,482.46,Margette,Teryn,Margette Teryn,6541962024850925,Sun2835
859.22,478.64,Female,Yes,Sat,Dinner,3,273.37,Tersina,Kravits,Tersina Kravits,6541116485738204,Sun7833
608.57,327.43,Female,Yes,Thu,Meal,4,930.54,Kayla,Trinetta,Kayla Trinetta,6541326927056397,Sun9534
859.23,52.86,Male,Yes,Thu,Dinner,2,586.44,Danny,Noam,Danny Noam,6556792168028975,Sun8936
223.1,498.17,Male,No,Wed,Meal,3,101.87,Tina,Kazimir,Tina Kazimir,6541325827413963,Sun3791
